target_id	length	eff_length	Ahyp_4	Ahyp_4_tpm
arahy.Tifrunner.gnm2.ann1.M7VRPU.1	540	357.292	0	0
arahy.Tifrunner.gnm2.ann1.RFF9M1.1	1965	1781.99	13.107	0.130234
arahy.Tifrunner.gnm2.ann1.Q2BFW3.1	372	191.99	0	0
arahy.Tifrunner.gnm2.ann1.ABDX3I.1	1113	929.991	64.7354	1.23251
arahy.Tifrunner.gnm2.ann1.NU84BI.1	3003	2819.99	16.0907	0.101031
arahy.Tifrunner.gnm2.ann1.H1FI0I.1	1305	1121.99	0	0
arahy.Tifrunner.gnm2.ann1.67JHEV.1	618	435.172	0	0
arahy.Tifrunner.gnm2.ann1.A4T9L9.1	1584	1400.99	8	0.101107
arahy.Tifrunner.gnm2.ann1.4SFW6A.1	1164	980.991	33.8528	0.61102
arahy.Tifrunner.gnm2.ann1.HYLU9Z.1	1050	866.991	81.0345	1.65494
arahy.Tifrunner.gnm2.ann1.2KKJ6X.1	450	267.828	3	0.198331
arahy.Tifrunner.gnm2.ann1.QCG7AI.1	4044	3860.99	426.129	1.9542
arahy.Tifrunner.gnm2.ann1.A6ML6A.1	267	97.4486	0	0
arahy.Tifrunner.gnm2.ann1.IBG7EL.1	1236	1052.99	5	0.0840759
arahy.Tifrunner.gnm2.ann1.XE89E0.1	198	46.8609	0	0
arahy.Tifrunner.gnm2.ann1.CB6PK8.1	2154	1970.99	0	0
arahy.Tifrunner.gnm2.ann1.4ZN4QC.1	1293	1109.99	3349.85	53.4358
arahy.Tifrunner.gnm2.ann1.A55AF1.1_arahy.Tifrunner.gnm2.ann1.ZF8Y37.1	1368	1184.99	1028	15.3605
arahy.Tifrunner.gnm2.ann1.LF06ED.2	2439	2255.99	0	0
arahy.Tifrunner.gnm2.ann1.4G0ENY.1	897	714.044	84.4311	2.09365
arahy.Tifrunner.gnm2.ann1.1SP54C.1	648	465.142	0	0
arahy.Tifrunner.gnm2.ann1.NM9F9A.1	120	13.3531	0	0
arahy.Tifrunner.gnm2.ann1.6G7EGE.1	1392	1208.99	54.4383	0.797275
arahy.Tifrunner.gnm2.ann1.K9Y2CB.1	1296	1112.99	3	0.0477261
arahy.Tifrunner.gnm2.ann1.WA33DT.2	903	720.044	0	0
arahy.Tifrunner.gnm2.ann1.8T120N.1	303	128.163	0	0
arahy.Tifrunner.gnm2.ann1.T18680.2	999	815.991	103.248	2.24038
arahy.Tifrunner.gnm2.ann1.DD2ABE.1	990	807.018	0	0
arahy.Tifrunner.gnm2.ann1.U8PUWG.1	561	378.279	52.6578	2.46477
arahy.Tifrunner.gnm2.ann1.N888CD.1	1491	1307.99	70	0.947587
arahy.Tifrunner.gnm2.ann1.T4AA21.1	954	771.018	3	0.0688942
arahy.Tifrunner.gnm2.ann1.3MY9X4.1	729	546.126	0	0
arahy.Tifrunner.gnm2.ann1.7Z1J2L.1	327	149.741	1	0.118245
arahy.Tifrunner.gnm2.ann1.8L6AK6.1	1026	842.991	295.866	6.21437
arahy.Tifrunner.gnm2.ann1.XZMU6N.1	1347	1163.99	0	0
arahy.Tifrunner.gnm2.ann1.4HW5AH.1	1605	1421.99	344.007	4.28347
arahy.Tifrunner.gnm2.ann1.YJK3BU.2	804	621.087	53.2979	1.51944
arahy.Tifrunner.gnm2.ann1.PD2L4U.1	705	522.126	5.6	0.189906
arahy.Tifrunner.gnm2.ann1.T3UZZN.1	2277	2093.99	0	0
arahy.Tifrunner.gnm2.ann1.EZ7NE2.1	480	297.548	323.569	19.2547
arahy.Tifrunner.gnm2.ann1.RY7GQ9.1	1341	1157.99	0	0
arahy.Tifrunner.gnm2.ann1.SQ4XQC.1	1866	1682.99	0	0
arahy.Tifrunner.gnm2.ann1.B8AAWP.1	1026	842.991	0	0
arahy.Tifrunner.gnm2.ann1.TNUB95.1	1362	1178.99	2	0.0300362
arahy.Tifrunner.gnm2.ann1.T1QA7S.1	2403	2219.99	2	0.0159516
arahy.Tifrunner.gnm2.ann1.91285J.1	291	117.639	247	37.1767
arahy.Tifrunner.gnm2.ann1.C25YBK.1	1203	1019.99	0	0
arahy.Tifrunner.gnm2.ann1.BR1CB8.1	1278	1094.99	25.6667	0.415035
arahy.Tifrunner.gnm2.ann1.V8DYZI.1	3087	2903.99	2.7	0.0164625
arahy.Tifrunner.gnm2.ann1.KXQV93.1	330	152.54	0	0
arahy.Tifrunner.gnm2.ann1.V10K31.1	1359	1175.99	116.547	1.75479
arahy.Tifrunner.gnm2.ann1.Z9XA8H.1	555	372.279	529.255	25.1722
arahy.Tifrunner.gnm2.ann1.H02ACK.1	438	255.916	69.1742	4.78601
arahy.Tifrunner.gnm2.ann1.SE0DEY.1	600	417.201	3	0.127322
arahy.Tifrunner.gnm2.ann1.XPJ3VE.1	1686	1502.99	1.26573	0.0149112
arahy.Tifrunner.gnm2.ann1.W20RPM.1	1041	857.991	294	6.06723
arahy.Tifrunner.gnm2.ann1.KCR27H.1	1146	962.991	65.1	1.19697
arahy.Tifrunner.gnm2.ann1.IEPX8R.1	1185	1001.99	326.022	5.76115
arahy.Tifrunner.gnm2.ann1.WC99XU.1	2067	1883.99	65.9902	0.620192
arahy.Tifrunner.gnm2.ann1.GS37TA.1	930	747.044	5.73126	0.135841
arahy.Tifrunner.gnm2.ann1.F7JNQF.1	1134	950.991	224.178	4.17391
arahy.Tifrunner.gnm2.ann1.UFX71F.1	834	651.044	0	0
arahy.Tifrunner.gnm2.ann1.YZ918W.1	1182	998.991	2688.13	47.6447
arahy.Tifrunner.gnm2.ann1.PW9PR6.1	2712	2528.99	45.9753	0.321887
arahy.Tifrunner.gnm2.ann1.YL9UVR.1	642	459.157	44.5283	1.71712
arahy.Tifrunner.gnm2.ann1.DP0IAK.1	1209	1025.99	65.1091	1.12363
arahy.Tifrunner.gnm2.ann1.WT3AEF.1	330	152.54	0	0
arahy.Tifrunner.gnm2.ann1.H7LQV6.1	1743	1559.99	7.56377	0.0858503
arahy.Tifrunner.gnm2.ann1.V47J9M.1	519	336.362	1	0.0526404
arahy.Tifrunner.gnm2.ann1.CVA9UE.1	1152	968.991	16	0.292366
arahy.Tifrunner.gnm2.ann1.RQ714C.1	1128	944.991	9	0.168632
arahy.Tifrunner.gnm2.ann1.TXJ7KC.1	999	815.991	0	0
arahy.Tifrunner.gnm2.ann1.NZ7P47.1	609	426.201	0	0
arahy.Tifrunner.gnm2.ann1.JVQ3PW.1	1461	1277.99	83.2182	1.15297
arahy.Tifrunner.gnm2.ann1.Q5JY6D.1	222	62.9762	0	0
arahy.Tifrunner.gnm2.ann1.JE6SP3.1	183	38.127	1.29259	0.60028
arahy.Tifrunner.gnm2.ann1.U40QST.1	405	223.73	78.2269	6.19095
arahy.Tifrunner.gnm2.ann1.R2BA1I.1	1596	1412.99	2	0.0250621
arahy.Tifrunner.gnm2.ann1.NFZ2HX.1	2052	1868.99	9.625	0.0911842
arahy.Tifrunner.gnm2.ann1.9IG2T4.1	1782	1598.99	0	0
arahy.Tifrunner.gnm2.ann1.8LN5UZ.1	1068	884.991	2710.02	54.2201
arahy.Tifrunner.gnm2.ann1.VZ36HC.1	195	45.1549	0	0
arahy.Tifrunner.gnm2.ann1.YG2Q7Y.1	2166	1982.99	504.129	4.50139
arahy.Tifrunner.gnm2.ann1.Z5BLZE.1	2958	2774.99	152.565	0.973463
arahy.Tifrunner.gnm2.ann1.J1H900.1	3306	3122.99	306.676	1.73874
arahy.Tifrunner.gnm2.ann1.7YZ5GE.3	1083	899.991	37.9273	0.746173
arahy.Tifrunner.gnm2.ann1.HN6Z89.1	1134	950.991	1061.37	19.7614
arahy.Tifrunner.gnm2.ann1.2TV28S.1	1572	1388.99	48	0.611882
arahy.Tifrunner.gnm2.ann1.TQNH9K.1	648	465.142	1	0.0380663
arahy.Tifrunner.gnm2.ann1.DPK6V1.1	1644	1460.99	124.879	1.51345
arahy.Tifrunner.gnm2.ann1.BQWU45.1	360	180.679	33.3736	3.27056
arahy.Tifrunner.gnm2.ann1.FK3VI9.1	5898	5714.99	213.204	0.660549
arahy.Tifrunner.gnm2.ann1.75Y1US.1	444	261.872	3	0.202842
arahy.Tifrunner.gnm2.ann1.FSE12S.1	393	212.058	0	0
arahy.Tifrunner.gnm2.ann1.QWBN9A.1	201	48.7861	12	4.35523
arahy.Tifrunner.gnm2.ann1.3QQJ98.1	1986	1802.99	267.174	2.62378
arahy.Tifrunner.gnm2.ann1.N6MCFC.1	1446	1262.99	0	0
arahy.Tifrunner.gnm2.ann1.40MJVR.1	819	636.065	40	1.11348
arahy.Tifrunner.gnm2.ann1.ZWX2MJ.1	1620	1436.99	35.8881	0.442204
arahy.Tifrunner.gnm2.ann1.N8LQRK.1	477	294.578	0	0
arahy.Tifrunner.gnm2.ann1.0G5FLV.1	885	702.044	0	0
arahy.Tifrunner.gnm2.ann1.M89JWR.1	3555	3371.99	160.515	0.842861
arahy.Tifrunner.gnm2.ann1.9K3G5H.1	2142	1958.99	0	0
arahy.Tifrunner.gnm2.ann1.YM4UNF.1	240	76.0957	0	0
arahy.Tifrunner.gnm2.ann1.6K80GF.1	714	531.126	1	0.0333372
arahy.Tifrunner.gnm2.ann1.760GHL.1	1215	1031.99	106.555	1.82821
arahy.Tifrunner.gnm2.ann1.WL96AD.1	993	810.018	14.6355	0.319917
arahy.Tifrunner.gnm2.ann1.2PFX68.1	4005	3821.99	497.172	2.30326
arahy.Tifrunner.gnm2.ann1.88DVKJ.1	1044	860.991	7	0.143955
arahy.Tifrunner.gnm2.ann1.MM5I5L.1	1608	1424.99	14.2647	0.177246
arahy.Tifrunner.gnm2.ann1.RI8FGC.1	699	516.126	18.7556	0.643428
arahy.Tifrunner.gnm2.ann1.DT8XIN.1	1683	1499.99	0	0
arahy.Tifrunner.gnm2.ann1.HGK3FC.1	1089	905.991	0	0
arahy.Tifrunner.gnm2.ann1.PNZ2PD.1	1011	827.991	0	0
arahy.Tifrunner.gnm2.ann1.CXU7YK.1	1548	1364.99	101.105	1.3115
arahy.Tifrunner.gnm2.ann1.T6B6L0.1	2379	2195.99	22.5364	0.18171
arahy.Tifrunner.gnm2.ann1.7IU5QR.1	447	264.855	0	0
arahy.Tifrunner.gnm2.ann1.1PBH7D.1	2001	1817.99	4.09074	0.0398416
arahy.Tifrunner.gnm2.ann1.I5J4MY.2	1440	1256.99	0	0
arahy.Tifrunner.gnm2.ann1.GS5NL2.1	3189	3005.99	35.6	0.209695
arahy.Tifrunner.gnm2.ann1.3TU9DB.1	831	648.065	24.7967	0.677488
arahy.Tifrunner.gnm2.ann1.4QXM49.1	1815	1631.99	53	0.575022
arahy.Tifrunner.gnm2.ann1.KS67M3.1	1803	1619.99	278.5	3.04396
arahy.Tifrunner.gnm2.ann1.IJ6373.1	2685	2501.99	293.596	2.07773
arahy.Tifrunner.gnm2.ann1.ULT5P9.1	675	492.126	46	1.65504
arahy.Tifrunner.gnm2.ann1.U2Z5IS.1	717	534.126	34.7104	1.15065
arahy.Tifrunner.gnm2.ann1.3MHP6W.1	2346	2162.99	7	0.0573019
arahy.Tifrunner.gnm2.ann1.NSG19L.1	1404	1220.99	9	0.130514
arahy.Tifrunner.gnm2.ann1.713M8K.1	915	732.044	46	1.11262
arahy.Tifrunner.gnm2.ann1.HPVM6W.1	1188	1004.99	370.133	6.52111
arahy.Tifrunner.gnm2.ann1.6T7FP6.1	828	645.065	0	0
arahy.Tifrunner.gnm2.ann1.J7KKGP.1	654	471.142	6.29219	0.23647
arahy.Tifrunner.gnm2.ann1.4PTW9T.1	699	516.126	125.311	4.29891
arahy.Tifrunner.gnm2.ann1.ZLL7AW.1	1509	1325.99	302.817	4.04357
arahy.Tifrunner.gnm2.ann1.T0V79B.1	474	291.578	0	0
arahy.Tifrunner.gnm2.ann1.QKG8XN.1	357	177.83	139.279	13.8678
arahy.Tifrunner.gnm2.ann1.C5GSRL.1	513	330.384	0	0
arahy.Tifrunner.gnm2.ann1.6MJ9X7.1	390	209.178	4.4	0.372446
arahy.Tifrunner.gnm2.ann1.B8MRUG.1	801	618.087	0	0
arahy.Tifrunner.gnm2.ann1.L3SBGU.1	870	687.044	0	0
arahy.Tifrunner.gnm2.ann1.M8CWPK.1	1059	875.991	2	0.0404256
arahy.Tifrunner.gnm2.ann1.Y8FRL8.1	399	217.9	1	0.0812585
arahy.Tifrunner.gnm2.ann1.S0BGA2.1	294	120.267	37.3831	5.50369
arahy.Tifrunner.gnm2.ann1.2021RL.1	2313	2129.99	0	0
arahy.Tifrunner.gnm2.ann1.H8KJMB.1	426	244.199	20.2106	1.46542
arahy.Tifrunner.gnm2.ann1.WDK2BM.1	1068	884.991	5.4687	0.109414
arahy.Tifrunner.gnm2.ann1.1E12MN.1	1320	1136.99	302.925	4.71741
arahy.Tifrunner.gnm2.ann1.2V3ERI.1	1533	1349.99	14	0.183621
arahy.Tifrunner.gnm2.ann1.VUQ1KR.1	1089	905.991	155.942	3.04766
arahy.Tifrunner.gnm2.ann1.A4DM1J.1	354	174.986	0	0
arahy.Tifrunner.gnm2.ann1.QA0LK2.1	702	519.126	0	0
arahy.Tifrunner.gnm2.ann1.ZW7PV2.1	2517	2333.99	181.379	1.37598
arahy.Tifrunner.gnm2.ann1.L07F2C.1	1728	1544.99	0	0
arahy.Tifrunner.gnm2.ann1.9IFZ6J.1	285	112.509	0	0
arahy.Tifrunner.gnm2.ann1.BT3HV7.1	2628	2444.99	560.289	4.05752
arahy.Tifrunner.gnm2.ann1.8LKN4P.1	1116	932.991	96.9892	1.84065
arahy.Tifrunner.gnm2.ann1.70UW7T.1	237	73.8118	0	0
arahy.Tifrunner.gnm2.ann1.17NHCY.1	417	235.424	73.497	5.52771
arahy.Tifrunner.gnm2.ann1.HLTT0X.1	3693	3509.99	3	0.0151336
arahy.Tifrunner.gnm2.ann1.HS6AU8.1	624	441.157	0	0
arahy.Tifrunner.gnm2.ann1.ZP3NZP.1	600	417.201	6	0.254643
arahy.Tifrunner.gnm2.ann1.LKP54T.1	198	46.8609	0	0
arahy.Tifrunner.gnm2.ann1.47H85H.1	1140	956.991	0	0
arahy.Tifrunner.gnm2.ann1.0BZR9P.1_arahy.Tifrunner.gnm2.ann1.32PDNQ.1	516	333.384	9	0.477995
arahy.Tifrunner.gnm2.ann1.YL8CQE.1	909	726.044	0	0
arahy.Tifrunner.gnm2.ann1.K5DIHH.1	1260	1076.99	34.3415	0.564589
arahy.Tifrunner.gnm2.ann1.SWI1TY.1	762	579.107	0	0
arahy.Tifrunner.gnm2.ann1.HV16G8.1	639	456.157	0	0
arahy.Tifrunner.gnm2.ann1.QPM7FK.1	1974	1790.99	187.989	1.85851
arahy.Tifrunner.gnm2.ann1.V82W90.1	1332	1148.99	0	0
arahy.Tifrunner.gnm2.ann1.KHE2M7.1	1011	827.991	349.737	7.47898
arahy.Tifrunner.gnm2.ann1.36D870.1	2313	2129.99	333.79	2.77474
arahy.Tifrunner.gnm2.ann1.FNV3YB.2	1038	854.991	78.1873	1.6192
arahy.Tifrunner.gnm2.ann1.9V6DPJ.2	342	163.702	423.005	45.7527
arahy.Tifrunner.gnm2.ann1.J1V5JT.1	591	408.214	321.546	13.947
arahy.Tifrunner.gnm2.ann1.7D7HLL.1	891	708.044	14.6328	0.365927
arahy.Tifrunner.gnm2.ann1.VJ0H5C.1	1434	1250.99	4.80598	0.0680227
arahy.Tifrunner.gnm2.ann1.U64SVT.1	6003	5819.99	428.249	1.30287
arahy.Tifrunner.gnm2.ann1.C0KAKD.1	1719	1535.99	50.1509	0.578118
arahy.Tifrunner.gnm2.ann1.2WW5Z2.1	906	723.044	3.20293	0.0784349
arahy.Tifrunner.gnm2.ann1.45HR9F.1	1230	1046.99	4.55511	0.0770339
arahy.Tifrunner.gnm2.ann1.GI8EHX.1	735	552.126	42.8148	1.37304
arahy.Tifrunner.gnm2.ann1.AI2V23.1	651	468.142	133	5.03037
arahy.Tifrunner.gnm2.ann1.IT31JI.1	531	348.339	1	0.0508305
arahy.Tifrunner.gnm2.ann1.A828FH.1	252	85.5404	0	0
arahy.Tifrunner.gnm2.ann1.WB4NLC.1	282	109.876	8.2186	1.3244
arahy.Tifrunner.gnm2.ann1.IBNY1Y.1	873	690.044	1.49837	0.0384474
arahy.Tifrunner.gnm2.ann1.7FD9W9.1	2253	2069.99	0	0
arahy.Tifrunner.gnm2.ann1.Q4PIE3.1	600	417.201	295.413	12.5375
arahy.Tifrunner.gnm2.ann1.DJC0ES.2	957	774.018	5	0.114379
arahy.Tifrunner.gnm2.ann1.3MZP5F.1	2784	2600.99	8.75071	0.0595704
arahy.Tifrunner.gnm2.ann1.V41S3G.1	825	642.065	37.1182	1.02361
arahy.Tifrunner.gnm2.ann1.BYDN2S.1	1962	1778.99	30.0948	0.299532
arahy.Tifrunner.gnm2.ann1.71B432.1	249	83.1488	65.8912	14.0313
arahy.Tifrunner.gnm2.ann1.M4PG5B.1	1602	1418.99	0	0
arahy.Tifrunner.gnm2.ann1.DTUD60.1	657	474.142	0	0
arahy.Tifrunner.gnm2.ann1.833Q1J.1	801	618.087	38.7796	1.11091
arahy.Tifrunner.gnm2.ann1.VAEI8B.2	1425	1241.99	4.01355	0.0572185
arahy.Tifrunner.gnm2.ann1.F3E022.1	2976	2792.99	0	0
arahy.Tifrunner.gnm2.ann1.38NM2G.1	1689	1505.99	1236.2	14.5342
arahy.Tifrunner.gnm2.ann1.K7BQUH.1	429	247.166	0	0
arahy.Tifrunner.gnm2.ann1.G0MLFH.1	1491	1307.99	0	0
arahy.Tifrunner.gnm2.ann1.UF16WJ.1	210	54.8989	0	0
arahy.Tifrunner.gnm2.ann1.328G2I.1	282	109.876	37	5.96243
arahy.Tifrunner.gnm2.ann1.FLB8SG.1	867	684.044	0	0
arahy.Tifrunner.gnm2.ann1.2Q1TUP.1	522	339.362	1.41933	0.0740535
arahy.Tifrunner.gnm2.ann1.YSN97R.1	609	426.201	0	0
arahy.Tifrunner.gnm2.ann1.Z6VY1D.1	783	600.107	1079.31	31.8453
arahy.Tifrunner.gnm2.ann1.G3A1I6.1	1581	1397.99	42.6202	0.539806
arahy.Tifrunner.gnm2.ann1.EU9JMW.1	477	294.578	35	2.10375
arahy.Tifrunner.gnm2.ann1.IPPG7B.1	1176	992.991	141.124	2.51641
arahy.Tifrunner.gnm2.ann1.QHI3M9.1	336	158.063	1	0.11202
arahy.Tifrunner.gnm2.ann1.G4PQ48.1	5322	5138.99	97.1813	0.334835
arahy.Tifrunner.gnm2.ann1.H64M7Z.1	900	717.044	0	0
arahy.Tifrunner.gnm2.ann1.C3YMZR.1	903	720.044	1	0.0245905
arahy.Tifrunner.gnm2.ann1.PBBM0Z.1	828	645.065	24	0.65877
arahy.Tifrunner.gnm2.ann1.X632QJ.1	747	564.126	12	0.376644
arahy.Tifrunner.gnm2.ann1.G04LPI.1	864	681.044	0	0
arahy.Tifrunner.gnm2.ann1.ZVYX7T.1	777	594.107	0	0
arahy.Tifrunner.gnm2.ann1.SUU1LP.1	693	510.126	34.1616	1.18573
arahy.Tifrunner.gnm2.ann1.L2DLAE.1	954	771.018	2.00775	0.0461075
arahy.Tifrunner.gnm2.ann1.7I08U9.1	876	693.044	135.549	3.46309
arahy.Tifrunner.gnm2.ann1.NI1FRU.1	1161	977.991	0	0
arahy.Tifrunner.gnm2.ann1.0JDQ22.1	1179	995.991	45.5078	0.809014
arahy.Tifrunner.gnm2.ann1.E4S1NU.1	870	687.044	6	0.15463
arahy.Tifrunner.gnm2.ann1.9YD0LZ.1	1020	836.991	36	0.761566
arahy.Tifrunner.gnm2.ann1.W0KZJE.1	507	324.384	48	2.62004
arahy.Tifrunner.gnm2.ann1.M8T1EX.1	1128	944.991	10.9736	0.205612
arahy.Tifrunner.gnm2.ann1.FU2LG2.1	249	83.1488	0	0
arahy.Tifrunner.gnm2.ann1.KJA62A.1	624	441.157	962.982	38.6501
arahy.Tifrunner.gnm2.ann1.J3F9HE.1	588	405.214	2.24492	0.0980939
arahy.Tifrunner.gnm2.ann1.UKL9YJ.1	357	177.83	1	0.0995682
arahy.Tifrunner.gnm2.ann1.5M8WSB.1	513	330.384	0	0
arahy.Tifrunner.gnm2.ann1.FEIE9Q.1	744	561.126	21.7778	0.687194
arahy.Tifrunner.gnm2.ann1.KL6745.1	465	282.645	1	0.0626448
arahy.Tifrunner.gnm2.ann1.IVQN36.1	237	73.8118	106	25.4276
arahy.Tifrunner.gnm2.ann1.1PW3JI.1	372	191.99	2315.27	213.526
arahy.Tifrunner.gnm2.ann1.XL06X6.1	1527	1343.99	1	0.0131744
arahy.Tifrunner.gnm2.ann1.63L4KW.1	2214	2030.99	0	0
arahy.Tifrunner.gnm2.ann1.ELME12.1	621	438.157	0	0
arahy.Tifrunner.gnm2.ann1.Q4L5KS.1	1398	1214.99	0	0
arahy.Tifrunner.gnm2.ann1.CR4AH5.1	321	144.331	54.1212	6.63949
arahy.Tifrunner.gnm2.ann1.EPKF0N.1	942	759.044	27.5934	0.643673
arahy.Tifrunner.gnm2.ann1.XPKP8Y.1	2307	2123.99	121.379	1.01185
arahy.Tifrunner.gnm2.ann1.CS2NGB.1	324	147.011	0	0
arahy.Tifrunner.gnm2.ann1.DL3ZW4.1	249	83.1488	48	10.2214
arahy.Tifrunner.gnm2.ann1.NACM2P.1	1422	1238.99	1319.97	18.8634
arahy.Tifrunner.gnm2.ann1.HA2LSV.1	549	366.292	0	0
arahy.Tifrunner.gnm2.ann1.7NBA20.1	2079	1895.99	1	0.00933877
arahy.Tifrunner.gnm2.ann1.3S54MR.1	1968	1784.99	159.891	1.58604
arahy.Tifrunner.gnm2.ann1.D92ENK.1	1554	1370.99	2	0.0258298
arahy.Tifrunner.gnm2.ann1.E26CBN.1	705	522.126	21	0.712148
arahy.Tifrunner.gnm2.ann1.MJP89X.1	6855	6671.99	26.9891	0.0716242
arahy.Tifrunner.gnm2.ann1.QHSK6V.1	378	197.682	3	0.268708
arahy.Tifrunner.gnm2.ann1.CYC1SV.1	1209	1025.99	21.6379	0.373421
arahy.Tifrunner.gnm2.ann1.9BJ40N.1	1005	821.991	7	0.150785
arahy.Tifrunner.gnm2.ann1.1QTR5T.1	1137	953.991	6	0.111361
arahy.Tifrunner.gnm2.ann1.0GV99G.1	2454	2270.99	5.625	0.0438564
arahy.Tifrunner.gnm2.ann1.ICNT54.1	1446	1262.99	133.496	1.87152
arahy.Tifrunner.gnm2.ann1.42J6NL.1	1473	1289.99	15.8	0.216868
arahy.Tifrunner.gnm2.ann1.82TWMI.1	210	54.8989	1	0.322524
arahy.Tifrunner.gnm2.ann1.X93TV7.1	1398	1214.99	0	0
arahy.Tifrunner.gnm2.ann1.0IDI1A.1_arahy.Tifrunner.gnm2.ann1.UK934I.1	972	789.018	18	0.403935
arahy.Tifrunner.gnm2.ann1.MXC2BM.1	672	489.126	1.00868	0.036514
arahy.Tifrunner.gnm2.ann1.7QA7DM.1	1944	1760.99	0	0
arahy.Tifrunner.gnm2.ann1.8L86R3.1	306	130.826	1	0.135342
arahy.Tifrunner.gnm2.ann1.SI8X9Q.1	1176	992.991	352.225	6.28059
arahy.Tifrunner.gnm2.ann1.YK0CAK.1	402	220.797	0	0
arahy.Tifrunner.gnm2.ann1.44U0MG.1	1020	836.991	4.61699	0.0976706
arahy.Tifrunner.gnm2.ann1.Y4LYPQ.4	1725	1541.99	197.422	2.26694
arahy.Tifrunner.gnm2.ann1.F8U6QL.1_arahy.Tifrunner.gnm2.ann1.LEG0TK.1	1749	1565.99	1173	13.2628
arahy.Tifrunner.gnm2.ann1.AMP51D.1	282	109.876	0	0
arahy.Tifrunner.gnm2.ann1.69LNNJ.1	2034	1850.99	359.668	3.44052
arahy.Tifrunner.gnm2.ann1.00XSPS.1	639	456.157	0	0
arahy.Tifrunner.gnm2.ann1.F6QR84.1	231	69.4121	0	0
arahy.Tifrunner.gnm2.ann1.HRHY9P.1	2022	1838.99	70.902	0.68266
arahy.Tifrunner.gnm2.ann1.WE7PDB.1	876	693.044	38	0.970843
arahy.Tifrunner.gnm2.ann1.XEZX8F.1	666	483.142	62.6012	2.29421
arahy.Tifrunner.gnm2.ann1.UD4HAV.1	1167	983.991	7.13037	0.128306
arahy.Tifrunner.gnm2.ann1.73PMZH.1	717	534.126	24.1658	0.801094
arahy.Tifrunner.gnm2.ann1.L5KNP4.1	591	408.214	6	0.260249
arahy.Tifrunner.gnm2.ann1.UXI833.1	489	306.498	0	0
arahy.Tifrunner.gnm2.ann1.509DQ1.1	1245	1061.99	621.684	10.3651
arahy.Tifrunner.gnm2.ann1.K7I6W4.1	1506	1322.99	10.4123	0.139352
arahy.Tifrunner.gnm2.ann1.6KVT94.1_arahy.Tifrunner.gnm2.ann1.8L38IN.1	1236	1052.99	40735	684.966
arahy.Tifrunner.gnm2.ann1.8K14M7.1_arahy.Tifrunner.gnm2.ann1.RB8DZM.1	1041	857.991	0	0
arahy.Tifrunner.gnm2.ann1.Z8D0NG.1	957	774.018	0	0
arahy.Tifrunner.gnm2.ann1.C6FBGW.1_arahy.Tifrunner.gnm2.ann1.T4Y60T.1	1014	830.991	43	0.916217
arahy.Tifrunner.gnm2.ann1.ZL8YIT.1	519	336.362	0	0
arahy.Tifrunner.gnm2.ann1.PHQ037.1	2976	2792.99	1	0.00633952
arahy.Tifrunner.gnm2.ann1.E1G8VG.1	303	128.163	0	0
arahy.Tifrunner.gnm2.ann1.6K3MVX.1	969	786.018	64.8524	1.4609
arahy.Tifrunner.gnm2.ann1.5NL1SJ.1	468	285.626	0	0
arahy.Tifrunner.gnm2.ann1.LDJL5U.1	3204	3020.99	140.324	0.82245
arahy.Tifrunner.gnm2.ann1.3D8856.1	2634	2450.99	142.476	1.02926
arahy.Tifrunner.gnm2.ann1.H8W5PF.2	1068	884.991	0	0
arahy.Tifrunner.gnm2.ann1.CVK6CU.1	717	534.126	25	0.828748
arahy.Tifrunner.gnm2.ann1.NPL2R3.1	459	276.729	151.521	9.69491
arahy.Tifrunner.gnm2.ann1.L6ZWEU.1	1035	851.991	0	0
arahy.Tifrunner.gnm2.ann1.AIQJ4T.1	381	200.522	0	0
arahy.Tifrunner.gnm2.ann1.2UMJ73.1	2028	1844.99	8.90909	0.0854998
arahy.Tifrunner.gnm2.ann1.0VBM10.1	1920	1736.99	32.3663	0.329929
arahy.Tifrunner.gnm2.ann1.5FY3D6.1	999	815.991	0	0
arahy.Tifrunner.gnm2.ann1.D8KLTX.1	780	597.107	102.633	3.04342
arahy.Tifrunner.gnm2.ann1.HCCV5J.1	330	152.54	0	0
arahy.Tifrunner.gnm2.ann1.ZYC5JB.1	1794	1610.99	739.8	8.13106
arahy.Tifrunner.gnm2.ann1.YS1HQ5.1	342	163.702	11.1518	1.20619
arahy.Tifrunner.gnm2.ann1.N1WY3Z.1	3438	3254.99	1163.26	6.32778
arahy.Tifrunner.gnm2.ann1.V872M0.1	636	453.157	0	0
arahy.Tifrunner.gnm2.ann1.91AYI4.1	267	97.4486	9	1.63528
arahy.Tifrunner.gnm2.ann1.T1WRD7.1	1509	1325.99	18.2055	0.243102
arahy.Tifrunner.gnm2.ann1.0WEA7F.1	198	46.8609	0	0
arahy.Tifrunner.gnm2.ann1.1DE133.1	3912	3728.99	0	0
arahy.Tifrunner.gnm2.ann1.1BS0HC.1	807	624.087	7	0.1986
arahy.Tifrunner.gnm2.ann1.TD0XWT.1	456	273.747	43	2.78128
arahy.Tifrunner.gnm2.ann1.9FGC6P.1	1077	893.991	32.7401	0.648444
arahy.Tifrunner.gnm2.ann1.ZC1H5E.1	744	561.126	21	0.662651
arahy.Tifrunner.gnm2.ann1.RSP5RH.1	660	477.142	0	0
arahy.Tifrunner.gnm2.ann1.97L0CE.1	300	125.574	0	0
