target_id	length	eff_length	Cp_4	Cp_4_tpm
AUR62011911	318	141.798	1	0.103076
AUR62035731	1783	1600.14	0	0
AUR62011851	249	82.6137	6.797	1.20252
AUR62020035	1533	1350.14	0	0
AUR62018735	3318	3135.14	0	0
AUR62037534	1674	1491.14	25.6821	0.251732
AUR62015063	1503	1320.14	357.933	3.96286
AUR62004099	1866	1683.14	0	0
AUR62007028	1581	1398.14	3	0.0313615
AUR62002338	663	480.489	0	0
AUR62002888	2517	2334.14	53.3362	0.333981
AUR62014576	873	690.216	0	0
AUR62041152	438	256.672	0	0
AUR62005947	792	609.302	1431	34.3268
AUR62001959	996	813.141	104.873	1.88506
AUR62030314	2274	2091.14	87.5152	0.611684
AUR62013293	1389	1206.14	0	0
AUR62019045	1020	837.141	465	8.1186
AUR62028756	459	277.364	29	1.52818
AUR62002651	696	513.473	0	0
AUR62002569	597	414.678	0	0
AUR62015616	1641	1458.14	0	0
AUR62004790	1308	1125.14	0	0
AUR62001270	762	579.381	79	1.99292
AUR62040833	1008	825.141	144	2.55071
AUR62003679	1818	1635.14	6.22478	0.0556411
AUR62034340	1560	1377.14	0	0
AUR62024108	1827	1644.14	615.411	5.47083
AUR62028075	1767	1584.14	0	0
AUR62029492	1140	957.141	0	0
AUR62038181	867	684.216	7	0.149531
AUR62008886	1149	966.141	14.2553	0.215657
AUR62031700	687	504.473	0	0
AUR62026601	510	327.959	1.02121	0.0455117
AUR62008773	1998	1815.14	0	0
AUR62017738	2400	2217.14	12.07	0.0795684
AUR62038433	519	336.893	0	0
AUR62029512	834	651.261	3	0.0673277
AUR62041129	1077	894.141	0	0
AUR62031018	1209	1026.14	0	0
AUR62025054	2115	1932.14	303.181	2.29345
AUR62022684	1950	1767.14	300.065	2.48182
AUR62043094	915	732.216	0	0
AUR62011752	954	771.141	3	0.056861
AUR62027838	1197	1014.14	32.0263	0.461568
AUR62030154	708	525.473	0	0
AUR62025873	1077	894.141	2.06957	0.0338299
AUR62022824	339	161.19	448.987	40.7119
AUR62016240	1017	834.141	318.553	5.58174
AUR62002154	3912	3729.14	627.687	2.46015
AUR62039489	1524	1341.14	3	0.0326944
AUR62035518	2166	1983.14	0	0
AUR62025360	2799	2616.14	131.204	0.733015
AUR62024096	789	606.302	1246.94	30.0596
AUR62002190	1344	1161.14	1	0.0125876
AUR62031832	999	816.141	69	1.23569
AUR62011219	1626	1443.14	9	0.0911509
AUR62020442	330	152.894	99	9.46395
AUR62016644	1071	888.141	0	0
AUR62040992	1149	966.141	117	1.77
AUR62039737	1194	1011.14	0	0
AUR62029945	2868	2685.14	7.89696	0.0429853
AUR62009291	261	92.3499	0	0
AUR62001754	1680	1497.14	33	0.322165
AUR62012855	630	447.565	106.051	3.46325
AUR62006409	1296	1113.14	17	0.223216
AUR62039890	1281	1098.14	6.91151	0.0919902
AUR62023449	1749	1566.14	553	5.16085
AUR62021431	1044	861.141	1.01913	0.0172975
AUR62037297	495	313.066	4.64561	0.216887
AUR62039405	966	783.141	35	0.653213
AUR62035694	432	250.799	9	0.524499
AUR62013772	1029	846.141	0	0
AUR62017828	1074	891.141	106	1.73855
AUR62028846	1800	1617.14	0	0
AUR62002104	219	59.9143	0	0
AUR62041775	2082	1899.14	4.34672	0.0334527
AUR62022445	3138	2955.14	71.8798	0.355513
AUR62019127	360	180.899	30.5541	2.46865
AUR62039864	2670	2487.14	5.07426	0.0298194
AUR62016603	1404	1221.14	2.08247	0.0249253
AUR62026648	975	792.141	0	0
AUR62034120	594	411.678	0	0
AUR62038071	510	327.959	0	0
AUR62036968	1983	1800.14	0	0
AUR62003468	606	423.608	0	0
AUR62031426	384	204.004	0	0
AUR62032825	2463	2280.14	0	0
AUR62022466	945	762.141	0	0
AUR62020636	1275	1092.14	491.032	6.5714
AUR62019245	1164	981.141	4.37024	0.065103
AUR62029779	3666	3483.14	5.07104	0.0212791
AUR62040727	3195	3012.14	169.982	0.824809
AUR62019148	411	230.224	0	0
AUR62038565	504	322.013	1.02822	0.0466702
AUR62032574	1647	1464.14	0	0
AUR62008235	2457	2274.14	0	0
AUR62005734	1662	1479.14	165.293	1.63332
AUR62022434	1365	1182.14	0	0
AUR62022778	747	564.4	30.8639	0.799265
AUR62015828	1806	1623.14	0	0
AUR62035283	1098	915.141	64.8655	1.03598
AUR62027521	2961	2778.14	75.0827	0.395014
AUR62019458	696	513.473	13.5008	0.384299
AUR62011685	1035	852.141	199.161	3.41602
AUR62038704	1089	906.141	0	0
AUR62031784	1548	1365.14	102.236	1.09459
AUR62010103	1095	912.141	124.183	1.98989
AUR62034193	558	375.81	0	0
AUR62004097	1551	1368.14	1.05362	0.0112559
AUR62033312	1254	1071.14	59.0423	0.805645
AUR62020787	603	420.65	152	5.28141
AUR62015534	1713	1530.14	0	0
AUR62008419	858	675.238	0	0
AUR62002983	927	744.166	0	0
AUR62028695	1164	981.141	223.981	3.33663
AUR62004166	696	513.473	0	0
AUR62038085	3210	3027.14	24.6345	0.118943
AUR62043979	390	209.796	185.3	12.9093
AUR62001219	2688	2505.14	77	0.449247
AUR62029714	1173	990.141	0	0
AUR62042948	2730	2547.14	0	0
AUR62024794	732	549.419	0	0
AUR62018445	2547	2364.14	417.104	2.57868
AUR62016351	2430	2247.14	13.0927	0.085158
AUR62009525	2481	2298.14	3236.09	20.5812
AUR62022821	543	360.846	0	0
AUR62025156	1470	1287.14	88.3275	1.00299
AUR62016054	1827	1644.14	40	0.355589
AUR62040711	666	483.473	36	1.08832
AUR62018468	1005	822.141	21.5523	0.383155
AUR62043141_AUR62043142_AUR62042280	471	289.298	12	0.606266
AUR62000228	1275	1092.14	30	0.401485
AUR62032614	1410	1227.14	0	0
AUR62039101	723	540.437	0	0
AUR62025696	1806	1623.14	0	0
AUR62022975	246	80.2567	2357	429.245
AUR62005645	1080	897.141	7	0.114042
AUR62006622	516	333.904	6	0.262637
AUR62013729	3642	3459.14	10	0.0422531
AUR62003894	1935	1752.14	0	0
AUR62041871	1482	1299.14	1.04394	0.0117449
AUR62026024	3177	2994.14	2315.8	11.3046
AUR62024845	1029	846.141	0	0
AUR62022979	1101	918.141	438.909	6.98703
AUR62004379	6423	6240.14	19.1477	0.0448487
AUR62025767	684	501.473	0	0
AUR62022726	2970	2787.14	122.23	0.640983
AUR62042719	1503	1320.14	474.641	5.25499
AUR62001071	1305	1122.14	21.6824	0.282415
AUR62030226	1059	876.141	0	0
AUR62028122	3366	3183.14	0	0
AUR62044149	1287	1104.14	0	0
AUR62019038	3138	2955.14	374.647	1.85298
AUR62029564	486	304.159	0	0
AUR62029050	1806	1623.14	0	0
AUR62032335	3570	3387.14	0	0
AUR62029399	1287	1104.14	279.951	3.70583
AUR62015361	576	393.745	13	0.482564
AUR62040552	1707	1524.14	0	0
AUR62035816	1314	1131.14	0	0
AUR62004476	1125	942.141	2.29303	0.035573
AUR62043520	3111	2928.14	52.6164	0.262637
AUR62010384	1179	996.141	96.4119	1.41461
AUR62006599	786	603.342	0	0
AUR62021227	4320	4137.14	32.3683	0.114353
AUR62016541	1413	1230.14	17.1411	0.203662
AUR62030624	735	552.419	131	3.46601
AUR62042321	402	221.42	0	0
AUR62014356	300	125.659	39	4.53627
AUR62019357	1098	915.141	23.9217	0.38206
AUR62000872	720	537.437	61	1.65893
AUR62004519	1077	894.141	11	0.17981
AUR62016931	2235	2052.14	212	1.50993
AUR62022805	1845	1662.14	179.883	1.58179
AUR62000176	939	756.141	90	1.73967
AUR62022240	657	474.489	1	0.0308036
AUR62031087	1998	1815.14	26	0.209358
AUR62038648	828	645.261	1	0.0226512
AUR62022976	558	375.81	90	3.50027
AUR62039319	3057	2874.14	54.4444	0.276868
AUR62018648	774	591.362	0	0
AUR62035037	4455	4272.14	36.5977	0.125209
AUR62015929	1866	1683.14	12.0674	0.10479
AUR62043910	474	292.269	0	0
AUR62012296	1485	1302.14	0	0
AUR62006558	978	795.141	0	0
AUR62006697	2412	2229.14	0	0
AUR62016354	948	765.141	0	0
AUR62004577	957	774.141	3	0.0566406
AUR62039091	1710	1527.14	0	0
AUR62039728	2961	2778.14	27.9037	0.146803
AUR62015015	1338	1155.14	74.9759	0.948667
AUR62005025	993	810.141	12.3175	0.222224
AUR62040341	1632	1449.14	0	0
AUR62042381	1428	1245.14	0	0
AUR62035212	618	435.565	1065	35.7375
AUR62021389	1065	882.141	0	0
AUR62007752	3099	2916.14	147	0.736777
AUR62015055	336	158.364	0	0
AUR62043282	1050	867.141	1	0.0168553
AUR62005437	294	120.173	0	0
AUR62022470	468	286.307	411.136	20.9885
AUR62020776	1191	1008.14	897.597	13.0133
AUR62025626	1473	1290.14	0	0
AUR62037674	603	420.65	0	0
AUR62014931	711	528.473	203.289	5.62236
AUR62030529	723	540.437	0	0
AUR62018350	1353	1170.14	378.738	4.73072
AUR62004841	813	630.261	0	0
AUR62034413	1893	1710.14	0	0
AUR62023416	285	112.369	61.6697	8.02144
AUR62000695	1755	1572.14	30	0.278905
AUR62025419	1500	1317.14	0	0
AUR62008448	1548	1365.14	1.01241	0.0108394
AUR62012806	1623	1440.14	2134	21.6579
AUR62034821	795	612.302	1	0.0238705
AUR62021601	1749	1566.14	83.7914	0.78198
AUR62005955	1230	1047.14	311.955	4.35425
AUR62024340	990	807.141	0	0
AUR62001110	1134	951.141	201.788	3.10083
AUR62027427	3102	2919.14	472.012	2.36333
AUR62029348	3495	3312.14	1070.92	4.7258
AUR62012942	1182	999.141	1.60065	0.0234152
AUR62042190	1356	1173.14	0	0
AUR62025415	417	236.092	125.026	7.74011
AUR62020605	213	55.7694	0	0
AUR62043240	1083	900.141	0	0
AUR62013663	696	513.473	110	3.13114
AUR62022480	768	585.381	73	1.82268
AUR62008666	243	77.9165	16	3.00136
AUR62001578	1536	1353.14	82	0.885723
AUR62036591	459	277.364	1.17065	0.0616884
AUR62032588	1164	981.141	0	0
AUR62015690	1650	1467.14	10.9657	0.109242
AUR62005729	2781	2598.14	1097.73	6.1753
AUR62012246	438	256.672	92.6303	5.27476
AUR62016842	942	759.141	163	3.13828
AUR62000999	2585	2402.14	0	0
AUR62027317	624	441.565	281.43	9.31543
AUR62032894	1026	843.141	195.87	3.39544
AUR62009572	1023	840.141	0	0
AUR62041077	765	582.381	0	0
AUR62036030	1158	975.141	223.547	3.35064
AUR62028930	1779	1596.14	0	0
AUR62009783	951	768.141	13.1585	0.250377
AUR62012918	558	375.81	0	0
AUR62000699	591	408.678	3	0.107292
AUR62040423	2565	2382.14	1	0.00613564
AUR62041179	369	189.55	0	0
AUR62030007	3261	3078.14	45.8655	0.217783
AUR62016955	627	444.565	0	0
AUR62027008	1638	1455.14	0	0
AUR62026048	1254	1071.14	21	0.286549
AUR62023425	3633	3450.14	0	0
AUR62009663	576	393.745	0	0
AUR62033409	1272	1089.14	3.47437	0.046625
AUR62012301	3546	3363.14	0	0
AUR62028835	3348	3165.14	8.14422	0.0376083
AUR62030304	1449	1266.14	148.87	1.71851
AUR62003167	1107	924.141	4	0.0632628
AUR62044041	1614	1431.14	3.34589	0.0341709
AUR62025904	1803	1620.14	0	0
AUR62027071	1134	951.141	0	0
AUR62008136	1131	948.141	2.09084	0.0322311
AUR62019300	2091	1908.14	0	0
AUR62003380	828	645.261	6	0.135907
AUR62028273	1500	1317.14	151.831	1.68482
AUR62026765	1608	1425.14	37	0.379464
AUR62011118	1926	1743.14	1	0.00838483
AUR62006941	1953	1770.14	0	0
AUR62024597	1134	951.141	1	0.0153668
AUR62041758	351	172.475	9	0.762683
AUR62027262	753	570.381	91.3203	2.34007
AUR62030246	1269	1086.14	32	0.430617
AUR62027701	1893	1710.14	23.9134	0.204379
AUR62020904	1281	1098.14	484.634	6.45035
AUR62018583	7668	7485.14	612.273	1.19556
AUR62035770	2082	1899.14	43.3191	0.333388
AUR62024499	330	152.894	2	0.191191
AUR62032132	3036	2853.14	0	0
AUR62041118	1350	1167.14	10.5661	0.132318
AUR62006030	1701	1518.14	1	0.00962753
AUR62031782	1488	1305.14	15.2292	0.170548
AUR62001376	3258	3075.14	149.966	0.712779
AUR62024173	204	49.7383	15	4.40786
AUR62031032	1839	1656.14	238.197	2.10216
AUR62012780	870	687.216	71	1.51005
AUR62025689	1368	1185.14	15.5613	0.191913
AUR62019477	1203	1020.14	0	0
AUR62030198	249	82.6137	28.6035	5.06051
AUR62037976	477	295.249	0	0
AUR62028630	723	540.437	287	7.76182
AUR62011667	1455	1272.14	0	0
AUR62008356	753	570.381	6	0.153749
AUR62029395	999	816.141	0	0
AUR62035889	1668	1485.14	934.787	9.19967
AUR62024662	3387	3204.14	0	0
AUR62002757	1341	1158.14	0	0
AUR62011167	720	537.437	99	2.69237
AUR62044738	474	292.269	0	0
AUR62035268	507	324.981	393.848	17.7132
AUR62004283	2100	1917.14	6.04608	0.0460942
AUR62028665	1731	1548.14	0	0
AUR62035024	1320	1137.14	0	0
AUR62041907	925	742.166	0	0
AUR62022135	1011	828.141	81	1.42958
AUR62022266	1287	1104.14	16.1993	0.214436
AUR62020950	240	75.562	0	0
AUR62026570	1302	1119.14	0	0
AUR62034356	690	507.473	0	0
AUR62009420	2058	1875.14	15.4848	0.120698
AUR62018304	762	579.381	0	0
AUR62013427	429	247.865	0	0
AUR62030929	540	357.858	0	0
AUR62017895	1374	1191.14	445.01	5.46051
AUR62008851	231	68.7428	3.01693	0.641453
AUR62019890	1317	1134.14	2.03938	0.0262819
AUR62006722	1059	876.141	72.9282	1.2166
AUR62013567	594	411.678	0	0
AUR62001056	1065	882.141	107.298	1.77779
AUR62036946	387	206.853	0	0
AUR62016739	2490	2307.14	2	0.0126702
AUR62037054	594	411.678	0	0
AUR62026084	330	152.894	17	1.62512
AUR62029655	1446	1263.14	0	0
AUR62041870	558	375.81	0	0
AUR62035934	3040	2857.14	22	0.112543
AUR62039678	537	354.858	0	0
AUR62026926	1488	1305.14	381.809	4.27579
AUR62006061	2874	2691.14	78	0.423629
AUR62032620	1152	969.141	7.02427	0.105935
AUR62018964	1242	1059.14	0.541497	0.00747256
AUR62034385	489	307.139	0	0
AUR62020695	2661	2478.14	84.1242	0.49616
AUR62027954	642	459.519	0	0
AUR62013232	1308	1125.14	0	0
AUR62011764	753	570.381	768	19.6799
AUR62038461	555	372.81	0	0
AUR62035398	1116	933.141	0	0
AUR62012216	1101	918.141	0	0
AUR62009119	1263	1080.14	226.023	3.05843
AUR62038119	537	354.858	0	0
AUR62019011	2241	2058.14	0	0
AUR62010018	1170	987.141	379.936	5.62546
AUR62008218	300	125.659	0	0
AUR62011032	954	771.141	138.96	2.63379
AUR62033262	1587	1404.14	1	0.0104092
AUR62038243	621	438.565	124	4.13252
AUR62005629	1389	1206.14	303.613	3.67917
AUR62009003	576	393.745	2939.09	109.1
AUR62008862	984	801.141	0	0
AUR62036226	951	768.141	2	0.0380554
AUR62038258	1389	1206.14	0	0
AUR62003508	1056	873.141	182.96	3.06265
AUR62007760	1266	1083.14	630.431	8.50706
AUR62042857	573	390.758	0	0
AUR62037218	990	807.141	35	0.63379
AUR62015297	312	136.362	0	0
AUR62013631	1029	846.141	30	0.51821
AUR62034820	408	227.278	3.13423	0.201559
AUR62013679_AUR62034818	480	298.249	0	0
AUR62017829	1002	819.141	28	0.499604
AUR62011711	768	585.381	2	0.0499365
AUR62007032	2046	1863.14	612.142	4.80213
AUR62037958	636	453.535	0	0
AUR62005491	1203	1020.14	141.746	2.03084
AUR62012540	303	128.354	35	3.98552
AUR62015908	990	807.141	0	0
AUR62003504	1548	1365.14	1	0.0107065
AUR62019215	5805	5622.14	220.451	0.573109
AUR62025560	2940	2757.14	377.584	2.00162
AUR62042002	552	369.81	0	0
AUR62034089	1047	864.141	0	0
AUR62038094	348	169.59	0	0
AUR62014704	597	414.678	2.01648	0.0710739
AUR62031012	651	468.489	0	0
AUR62006730	306	130.982	0	0
AUR62030568	1467	1284.14	8.06604	0.0918067
AUR62007848	2232	2049.14	3	0.0213982
AUR62031285	696	513.473	0	0
AUR62007253	2097	1914.14	28	0.213802
AUR62015319	708	525.473	2	0.0556297
AUR62015206	594	411.678	193.788	6.88012
AUR62027522	375	195.285	0	0
AUR62027618	1737	1554.14	13	0.122259
AUR62026702	753	570.381	12	0.307498
AUR62043131	1938	1755.14	0	0
AUR62037344	1212	1029.14	44	0.624892
AUR62002098	2892	2709.14	1160.97	6.26349
AUR62024560	843	660.261	1	0.0221366
AUR62032843	252	85.0633	0	0
AUR62000022	579	396.745	195	7.18373
AUR62025477	2145	1962.14	247.15	1.84101
AUR62001516	516	333.904	272	11.9062
AUR62026023	2295	2112.14	246.654	1.70684
AUR62011308	291	117.501	0	0
AUR62003852	1215	1032.14	6.18687	0.0876111
AUR62027203	1311	1128.14	49	0.634833
AUR62037535	594	411.678	134.784	4.78527
AUR62005020	225	64.2237	0	0
AUR62044434	441	259.594	101.406	5.7095
AUR62001187	1419	1236.14	0	0
AUR62009536	1539	1356.14	136	1.46575
AUR62004540	261	92.3499	0	0
AUR62019426	1155	972.141	9	0.135313
AUR62029823	234	71.0361	0	0
AUR62027502	450	268.427	15	0.816755
AUR62010592	2985	2802.14	21	0.109536
AUR62002476	1038	855.141	0	0
AUR62031752	540	357.858	0	0
AUR62043483	870	687.216	9.4401	0.200776
AUR62000284	1197	1014.14	497.987	7.17705
AUR62040291	1869	1686.14	0	0
AUR62028642	2805	2622.14	2	0.0111481
AUR62037550	1227	1044.14	0	0
AUR62006263	444	262.516	18	1.00218
AUR62006497	621	438.565	2.45332	0.0817614
AUR62024363	615	432.579	0	0
AUR62039194	834	651.261	0	0
AUR62012182	1080	897.141	11.292	0.183965
AUR62039173	579	396.745	0	0
AUR62031468	1656	1473.14	13	0.128981
AUR62012471	1596	1413.14	0	0
AUR62022449	4341	4158.14	326.65	1.14818
AUR62039954	372	192.429	19	1.44315
AUR62006041	1212	1029.14	51	0.724306
AUR62017691	1545	1362.14	12.197	0.130875
AUR62035878	1491	1308.14	2	0.0223461
AUR62031314	890	707.216	0	0
AUR62011839	1773	1590.14	475.772	4.37311
AUR62041105	864	681.216	0	0
AUR62005860	1344	1161.14	8	0.100701
AUR62004357	6579	6396.14	100.208	0.228986
AUR62016876	276	104.706	0	0
AUR62036225	438	256.672	101	5.75136
AUR62009206	1017	834.141	21.5724	0.377995
AUR62032836	1119	936.141	15.0561	0.23507
AUR62013375	744	561.419	0	0
AUR62023810	975	792.141	0	0
AUR62015750	1419	1236.14	0	0
AUR62003941	813	630.261	2.13675	0.0495518
AUR62002527	609	426.594	0	0
AUR62006362	936	753.166	12	0.232872
AUR62041979	1602	1419.14	1	0.0102992
AUR62005662	1851	1668.14	10.916	0.0956439
AUR62028874	1509	1326.14	0	0
AUR62002935	3636	3453.14	18.3482	0.0776616
AUR62028320	2823	2640.14	5.15951	0.0285633
AUR62000746	447	265.463	11	0.605642
AUR62028536	1257	1074.14	0	0
AUR62001201	1860	1677.14	375.13	3.26918
AUR62035501	459	277.364	0	0
AUR62031221	666	483.473	23.1265	0.699141
AUR62025264	741	558.419	0	0
AUR62022095	1800	1617.14	0	0
AUR62022891	1077	894.141	5	0.0817318
AUR62039674	552	369.81	66	2.60851
AUR62043746	237	73.2568	28.3281	5.65193
AUR62024194	948	765.141	2	0.0382046
AUR62029871	2295	2112.14	319.912	2.21378
AUR62018936	435	253.723	1	0.057606
AUR62032400	2082	1899.14	14	0.107745
AUR62025231_AUR62025233	627	444.565	0	0
AUR62002641	1553	1370.14	20	0.21335
AUR62036199	1431	1248.14	49.2972	0.577279
AUR62024115	387	206.853	0	0
AUR62041043	228	66.5454	0	0
AUR62019836	690	507.473	33	0.950448
AUR62040766	273	102.221	0	0
AUR62010408	1254	1071.14	356.54	4.86507
AUR62038416	1896	1713.14	100	0.853167
AUR62017307	1167	984.141	0	0
AUR62035161	1776	1593.14	0	0
AUR62000189	252	85.0633	196	33.6776
AUR62017838	825	642.261	14582.6	331.857
AUR62021722	2595	2412.14	10	0.0605933
AUR62020547	750	567.381	56	1.44258
AUR62010791	1689	1506.14	191.498	1.85834
AUR62005516	807	624.261	59	1.38138
AUR62039283	570	387.784	1.05308	0.0396917
AUR62003493	1185	1002.14	8	0.116678
AUR62034377	1674	1491.14	0	0
AUR62019966	1299	1116.14	10.2692	0.134476
AUR62014856	882	699.216	0	0
AUR62010422	843	660.261	5.7175	0.126566
AUR62030073	1575	1392.14	0	0
AUR62005363	1615	1432.14	1387	14.1553
AUR62001866	1098	915.141	1	0.0159713
AUR62011495	2292	2109.14	223.791	1.55083
AUR62040171	588	405.705	1	0.036026
AUR62005841	1062	879.141	3	0.0498758
AUR62019681	627	444.565	145.524	4.78438
AUR62016599	1251	1068.14	52	0.711544
AUR62039490	1083	900.141	22	0.357223
AUR62000923	1920	1737.14	0	0
AUR62014848	231	68.7428	11.081	2.35603
AUR62027290	297	122.94	0	0
AUR62037171	2193	2010.14	11	0.0799822
AUR62002308	2637	2454.14	62.9333	0.374807
AUR62042802	660	477.489	0	0
AUR62027648	372	192.429	0	0
AUR62038118	651	468.489	0	0
AUR62004196	1296	1113.14	85	1.11608
AUR62029057	1575	1392.14	477.975	5.01822
AUR62002414	1518	1335.14	808.888	8.85499
AUR62018763	804	621.281	0	0
AUR62035946	1656	1473.14	254.374	2.5238
AUR62007813	2424	2241.14	170.861	1.11429
AUR62037220	2529	2346.14	4.07493	0.0253859
AUR62009680	543	360.846	0	0
AUR62009747	771	588.362	8	0.198734
AUR62006526	2631	2448.14	91.6385	0.547102
AUR62024392	975	792.141	85.3681	1.57514
AUR62044339	726	543.437	0	0
AUR62013242	1383	1200.14	1	0.0121785
AUR62005292	1653	1470.14	0	0
AUR62018188	438	256.672	19	1.08194
AUR62030024	1374	1191.14	5.16499	0.0633773
AUR62011316	705	522.473	0	0
AUR62010568	1062	879.141	0	0
AUR62009569	501	319.034	0	0
AUR62030375	432	250.799	0	0
AUR62042313	1023	840.141	199	3.46201
AUR62017780	2070	1887.14	435.632	3.37398
AUR62006213	1038	855.141	44	0.752042
AUR62038860	1146	963.141	30.5332	0.463351
AUR62036383	783	600.342	633.251	15.4171
AUR62015984	1275	1092.14	16.6633	0.223002
AUR62013124	930	747.166	57.1317	1.1176
AUR62040525	1815	1632.14	361	3.23278
AUR62042687	345	166.773	0	0
AUR62023424	210	53.6809	36	9.80189
AUR62027266	3888	3705.14	0	0
AUR62011288	1218	1035.14	468	6.60805
AUR62011616	2046	1863.14	32	0.251033
AUR62032997	1563	1380.14	26	0.275345
AUR62006944	1941	1758.14	0	0
AUR62002228	1023	840.141	33.884	0.589481
AUR62023265	1293	1110.14	0	0
AUR62006068	6258	6075.14	131.845	0.317202
AUR62010541	1404	1221.14	4	0.0478764
AUR62034243	1368	1185.14	0	0
AUR62004585	1377	1194.14	29	0.354952
AUR62037642	1206	1023.14	2140.94	30.5842
AUR62015779	705	522.473	0	0
AUR62025755	1038	855.141	7.77982	0.132972
AUR62043169	879	696.216	2	0.0419869
AUR62005902	768	585.381	2	0.0499365
AUR62000222	1341	1158.14	1176.84	14.8519
AUR62002053	1320	1137.14	711	9.13865
AUR62021198	738	555.419	2	0.0526304
AUR62007903	2508	2325.14	63.5373	0.399398
AUR62038537	555	372.81	195	7.64495
AUR62039948	318	141.798	0	0
AUR62019059	987	804.141	635.711	11.5546
AUR62005973	909	726.216	0	0
AUR62004239	1380	1197.14	87	1.06219
AUR62042412	1662	1479.14	2	0.0197628
AUR62004856	1011	828.141	51.7433	0.913222
AUR62044033	909	726.216	2.13245	0.0429182
AUR62035489	1493	1310.14	74.3895	0.82989
AUR62034364	504	322.013	0	0
AUR62039959	315	139.039	0	0
AUR62018563	570	387.784	277.879	10.4735
AUR62010598	435	253.723	6	0.345636
AUR62022425	1026	843.141	355.847	6.16866
AUR62032454	2808	2625.14	469	2.61124
AUR62001005	510	327.959	43.0702	1.91948
AUR62008883	576	393.745	0	0
AUR62018708	963	780.141	217.752	4.07959
AUR62021970	1374	1191.14	20	0.245411
AUR62040126	333	155.578	0	0
AUR62020896	1470	1287.14	0	0
AUR62011421	8007	7824.14	15	0.0280209
AUR62002791	570	387.784	0	0
AUR62007598	1287	1104.14	145	1.91942
AUR62025987	3201	3018.14	0	0
AUR62039629	1392	1209.14	7.14659	0.0863872
AUR62004789	1461	1278.14	235.121	2.68869
AUR62022364	1647	1464.14	364.413	3.63779
AUR62039771	1734	1551.14	0	0
AUR62008893	492	310.118	0	0
AUR62010148	2535	2352.14	77	0.47847
AUR62036252	2277	2094.14	12.9716	0.0905346
AUR62003711	1206	1023.14	0	0
AUR62017581	2112	1929.14	123.053	0.932296
AUR62014228	2763	2580.14	355.733	2.01515
AUR62034017	1239	1056.14	0	0
AUR62025451	306	130.982	0	0
AUR62032831	1218	1035.14	399.931	5.64694
AUR62040095	81	27.9592	0	0
AUR62017306	1746	1563.14	0	0
AUR62039763	315	139.039	0	0
AUR62022495	1467	1284.14	9.33333	0.106231
AUR62024329	750	567.381	0	0
AUR62028318	1257	1074.14	0	0
AUR62020837	1635	1452.14	0	0
AUR62037507	456	274.364	111	5.91321
AUR62016059	1428	1245.14	3	0.0352152
AUR62007233	1257	1074.14	131	1.78253
AUR62042034	210	53.6809	0	0
AUR62004112	1707	1524.14	0.543587	0.0052128
AUR62032167	471	289.298	7	0.353655
AUR62033449	483	301.179	0	0
AUR62034597	435	253.723	28	1.61297
AUR62007299	414	233.147	25.9595	1.6274
AUR62010241	1029	846.141	0	0
AUR62019839	1488	1305.14	2.09105	0.0234171
AUR62036138	2049	1866.14	0	0
AUR62021785	2940	2757.14	500	2.65056
AUR62027655	1179	996.141	0	0
AUR62022987	960	777.141	4	0.0752293
AUR62032316	1530	1347.14	3.35451	0.0363951
AUR62034362	2976	2793.14	40.2808	0.210781
AUR62027532	933	750.166	0	0
AUR62014255	1260	1077.14	23	0.312092
AUR62021232	2523	2340.14	22.8956	0.143
AUR62026934	744	561.419	0	0
AUR62029307	1485	1302.14	35	0.392859
AUR62029683	744	561.419	0	0
AUR62021867	1353	1170.14	5.58085	0.069709
AUR62042570	2952	2769.14	164.987	0.870827
AUR62023138	2847	2664.14	253.988	1.39342
AUR62007447	2514	2331.14	305.835	1.91754
AUR62039290	1554	1371.14	4.49756	0.0479426
AUR62017103	1221	1038.14	3	0.0422369
AUR62029216	2259	2076.14	129.356	0.910661
AUR62004397	1056	873.141	115.815	1.93869
AUR62005127	2523	2340.14	16.7125	0.104382
AUR62024036	2400	2217.14	0	0
AUR62025780	1005	822.141	0	0
AUR62017547	534	351.87	0	0
AUR62033986	1224	1041.14	16.3732	0.229854
AUR62020730	2034	1851.14	0	0
AUR62043096	2361	2178.14	422	2.83174
AUR62012647	1491	1308.14	0	0
AUR62007325	1917	1734.14	3.02734	0.0255155
AUR62036379	612	429.594	0	0
AUR62018318	879	696.216	0	0
AUR62016477	942	759.141	8.08355	0.155635
AUR62036738	552	369.81	0	0
AUR62020893	939	756.141	0	0
AUR62041417	5835	5652.14	80.0746	0.207066
AUR62036246	1509	1326.14	313.829	3.45884
AUR62031306	573	390.758	20.7928	0.777736
AUR62008447	1419	1236.14	0	0
AUR62036165	504	322.013	11	0.499282
AUR62022935	1485	1302.14	138	1.54899
AUR62029645	1176	993.141	0	0
AUR62040596	408	227.278	1	0.0643088
AUR62005606	2610	2427.14	160.806	0.968355
AUR62007449	2166	1983.14	255.975	1.88656
AUR62040203	984	801.141	216.861	3.9564
AUR62022994	819	636.261	0	0
AUR62019537	1263	1080.14	0	0
AUR62017176	474	292.269	0	0
AUR62003393	1350	1167.14	0	0
AUR62007899	465	283.326	17	0.876978
AUR62037716	555	372.81	65.8137	2.58022
AUR62041181	2361	2178.14	3.01017	0.0201991
AUR62025212	636	453.535	0	0
AUR62042641	2130	1947.14	0	0
